carat;cut;color;clarity;depth;table;price;x;y;z
24;Ideal;I;VVS1;623;570;432;398;395;247
24;Ideal;J;VVS2;628;570;432;396;394;248
3;Good;H;SI1;637;570;432;426;428;272
32;Good;I;SI1;631;560;432;436;439;276
32;Very Good;I;SI1;629;580;432;433;435;273
32;Ideal;I;SI1;607;570;432;442;447;27
3;Good;H;SI1;634;600;432;423;425;269
3;Very Good;H;SI1;609;590;432;429;431;262
3;Very Good;H;SI1;629;590;432;424;428;268
3;Very Good;H;SI1;629;570;432;422;427;267
3;Very Good;H;SI1;629;580;432;424;428;268
32;Good;I;SI1;639;550;432;434;436;278
32;Premium;I;SI1;610;590;432;436;439;267
3;Good;H;SI1;633;560;432;427;429;271
3;Good;H;SI1;631;560;432;427;429;27
32;Ideal;I;SI1;624;570;432;435;437;272
32;Premium;I;SI1;627;580;432;434;437;273
3;Good;H;SI1;638;550;432;42;426;27
3;Very Good;H;SI1;601;550;432;438;441;264
3;Very Good;H;SI1;625;570;432;425;429;267
24;Premium;H;VVS1;612;580;432;396;401;244
24;Very Good;H;VVS2;607;580;432;404;407;246
33;Very Good;G;VS1;628;580;666;438;441;276
33;Premium;G;VS1;623;580;666;441;445;276
33;Ideal;F;VS2;621;540;666;443;446;276
33;Very Good;G;VS1;620;590;666;436;442;272
33;Very Good;H;VVS2;624;600;666;439;442;275
33;Ideal;G;VS1;621;550;666;443;446;276
33;Ideal;F;VS2;614;570;666;445;448;274
33;Ideal;G;VS1;621;540;666;445;447;277
33;Ideal;F;VS2;619;550;666;443;446;275
33;Ideal;G;VS1;619;540;666;444;448;276
33;Ideal;H;VVS2;622;540;666;444;446;277
33;Premium;G;VS1;613;580;666;442;446;272
33;Ideal;G;VS1;621;540;666;442;447;276
33;Premium;G;VS1;619;590;666;443;445;275
33;Premium;G;VS1;613;580;666;442;445;272
33;Premium;G;VS1;622;580;666;439;442;274
33;Very Good;G;VS1;629;570;666;438;443;277
33;Ideal;F;VS2;626;550;666;44;442;276
33;Ideal;G;VS1;621;560;666;44;442;274
33;Good;F;VS2;632;560;666;439;441;278
33;Ideal;G;VS1;601;550;666;45;455;272
33;Premium;G;VS1;592;590;666;451;454;268
33;Ideal;F;VS2;612;540;666;447;449;274
33;Premium;F;VS2;624;580;666;437;441;274
33;Ideal;G;VS1;617;560;666;444;447;275
33;Ideal;G;VS1;611;560;666;446;448;273
33;Very Good;G;VS1;601;610;666;444;448;268
27;Very Good;E;VVS1;611;550;667;418;427;258
31;Very Good;F;VS2;614;584;667;437;44;269
41;Very Good;E;SI1;632;570;667;469;474;298
4;Very Good;D;SI1;634;580;667;464;467;295
34;Ideal;H;VVS2;617;550;667;448;45;277
34;Ideal;H;VVS2;612;560;667;451;454;277
27;Ideal;F;VVS2;612;580;667;415;419;255
4;Ideal;I;VS2;626;540;667;474;475;297
4;Ideal;I;VS2;624;530;667;475;477;297
4;Ideal;I;VS2;623;540;667;474;477;296
4;Ideal;I;VS2;624;540;667;473;476;296
4;Ideal;I;VS2;622;550;667;473;475;295
35;Ideal;E;SI1;607;560;667;457;459;278
4;Good;H;SI1;620;610;667;469;473;292
4;Good;D;SI1;603;610;667;474;478;287
36;Ideal;F;SI1;627;570;667;456;453;285
33;Ideal;D;VS2;603;550;667;45;452;272
33;Ideal;D;VS2;623;540;667;443;446;277
36;Very Good;H;VVS2;613;550;668;458;464;281
33;Very Good;F;VS1;593;560;668;449;455;268
37;Ideal;G;VS2;625;530;668;46;461;288
37;Ideal;H;VS1;618;550;668;463;466;287
38;Ideal;I;SI1;615;560;668;467;47;288
34;Ideal;I;IF;622;535;668;45;452;28
24;Premium;E;VVS1;606;590;668;402;40;243
24;Premium;E;VVS1;603;610;668;406;403;244
24;Premium;D;VVS2;595;620;668;406;404;241
24;Premium;D;VVS2;588;580;668;408;405;239
33;Premium;H;VS2;604;600;668;452;448;272
33;Premium;I;VS1;611;590;668;447;444;272
33;Premium;I;VS1;595;600;668;454;45;269
33;Very Good;I;VS1;632;570;668;44;437;277
33;Very Good;I;VS1;631;560;668;44;438;277
33;Premium;I;VS1;627;580;668;443;44;277
33;Ideal;I;VS1;616;570;668;446;441;273
33;Premium;I;VS1;616;600;668;445;442;273
33;Premium;H;VS2;613;600;668;447;444;273
33;Premium;H;VS2;614;580;668;449;444;274
33;Ideal;H;VS2;612;550;668;447;445;273
33;Ideal;H;VS2;607;570;668;448;445;271
33;Ideal;H;VS2;607;570;668;45;446;272
33;Premium;H;VS2;620;590;668;444;44;274
33;Good;H;VS2;638;550;668;444;44;282
33;Ideal;H;VS2;622;570;668;446;442;276
33;Premium;H;VS2;623;580;668;441;438;274
33;Premium;H;VS2;628;590;668;444;438;277
33;Premium;H;VS2;624;580;668;442;439;275
28;Very Good;E;VVS2;632;560;669;417;421;265
35;Very Good;E;VS2;602;600;669;454;457;274
29;Premium;G;VVS1;620;580;669;423;419;261
35;Good;G;SI1;638;540;669;448;446;285
35;Very Good;G;SI1;634;560;669;45;446;284
35;Ideal;G;SI1;613;560;669;456;454;279
35;Very Good;D;SI2;633;550;669;449;445;283
35;Premium;D;SI2;608;580;669;457;451;276
35;Premium;G;SI1;603;600;669;459;457;276
35;Premium;D;SI2;623;580;669;454;448;281
35;Ideal;D;SI2;624;550;669;454;453;283
35;Ideal;D;SI2;618;570;669;457;453;281
35;Premium;G;SI1;606;580;669;46;458;278
29;Ideal;E;VVS2;620;550;669;425;427;264
29;Ideal;F;VVS1;609;570;669;429;432;262
29;Ideal;E;VVS1;627;550;669;42;422;264
43;Good;D;SI2;634;570;669;478;481;304
43;Good;D;SI2;633;570;669;479;482;304
43;Good;E;SI2;636;550;669;48;483;306
43;Good;D;SI2;631;590;669;48;481;303
43;Ideal;H;SI1;621;570;669;477;483;298
43;Good;E;SI2;634;570;669;477;482;304
3;Very Good;D;VS2;625;570;670;426;428;267
38;Ideal;J;VVS2;617;546;670;465;469;289
39;Ideal;H;VS2;620;544;670;467;472;291
3;Ideal;D;VS2;623;580;670;425;429;266
3;Ideal;D;VS2;612;570;670;429;434;264
3;Ideal;D;VS2;614;540;670;434;439;268
3;Ideal;D;VS2;606;580;670;431;433;262
3;Ideal;D;VS2;615;580;670;427;431;264
3;Ideal;D;VS2;614;580;670;429;431;264
3;Ideal;D;VS2;613;560;670;432;436;266
3;Ideal;D;VS2;616;560;670;431;436;267
3;Ideal;E;VS1;619;560;670;428;431;266
3;Ideal;E;VS1;618;560;670;432;435;268
3;Ideal;E;VS1;621;570;670;43;433;268
3;Ideal;E;VS1;621;580;670;427;43;266
43;Ideal;I;SI1;622;540;670;484;487;302
3;Ideal;D;SI1;613;570;670;434;437;267
39;Very Good;F;SI1;613;620;670;468;471;288
39;Very Good;E;SI1;591;590;670;476;481;283
43;Very Good;E;SI2;599;570;671;488;494;294
31;Ideal;G;VVS2;614;570;671;438;442;269
31;Ideal;G;VVS2;617;570;671;436;439;27
31;Ideal;G;VVS2;615;570;671;432;436;267
31;Ideal;H;VVS1;612;580;671;435;438;267
31;Ideal;H;VVS1;620;550;671;434;437;27
31;Ideal;H;VVS1;609;560;671;44;442;269
31;Ideal;H;VVS1;613;560;671;436;439;268
37;Ideal;G;VS2;614;560;671;463;465;285
32;Ideal;D;VS2;621;530;671;442;444;275
32;Ideal;D;VS2;612;560;671;438;441;269
38;Ideal;H;SI1;620;540;671;466;472;291
41;Ideal;G;SI1;622;560;671;475;477;296
41;Very Good;G;SI1;628;580;671;472;474;297
41;Good;G;SI1;634;570;671;47;473;299
33;Very Good;G;VVS2;630;560;672;442;447;28
32;Very Good;G;VVS2;619;570;672;439;441;273
32;Very Good;G;VVS2;615;540;672;44;442;271
32;Very Good;G;VVS2;613;570;672;439;443;27
32;Very Good;H;VVS1;623;560;672;435;437;272
32;Very Good;H;VVS1;612;570;672;439;442;269
32;Very Good;H;VVS1;617;560;672;44;443;272
33;Very Good;E;VS2;631;570;672;438;443;278
38;Very Good;F;SI1;617;580;672;466;473;289
39;Very Good;E;SI2;591;560;672;476;482;283
45;Ideal;J;VS2;614;550;672;494;497;304
27;Ideal;G;IF;610;560;672;417;419;255
32;Ideal;H;VS1;627;560;672;442;439;276
32;Premium;H;VS1;616;590;672;439;437;27
32;Premium;G;VS2;584;570;672;453;451;264
32;Premium;G;VS2;601;610;672;444;441;266
32;Ideal;G;VS2;620;570;672;441;437;272
32;Ideal;G;VS2;624;550;672;439;436;273
32;Ideal;G;VS2;621;560;672;44;436;272
32;Premium;E;SI1;604;610;672;442;439;266
32;Very Good;E;SI1;631;540;672;441;437;277
32;Premium;E;SI1;612;580;672;442;437;269
32;Very Good;E;SI1;635;560;672;438;434;277
32;Very Good;E;SI1;631;560;672;437;434;275
32;Very Good;E;SI1;633;550;672;436;433;275
32;Very Good;E;SI1;634;560;672;434;431;274
35;Premium;E;SI2;599;610;672;459;456;274
34;Premium;H;VVS1;612;580;672;448;451;275
4;Good;G;SI2;606;558;672;476;482;291
42;Very Good;D;SI2;620;590;672;478;483;298
42;Ideal;J;VVS2;617;540;673;483;486;299
29;Ideal;G;VVS1;602;560;673;429;433;259
29;Ideal;G;VVS1;615;560;673;425;428;262
29;Ideal;G;VVS1;624;560;673;422;424;264
32;Ideal;G;VS2;621;550;673;436;439;271
3;Ideal;E;VS2;615;550;673;43;434;266
3;Ideal;E;VS2;618;550;673;432;433;268
3;Ideal;F;VS1;619;550;673;428;43;266
3;Ideal;F;VS1;624;560;673;43;432;268
3;Ideal;E;VS1;620;530;673;431;433;268
3;Ideal;E;VS1;611;580;673;43;434;264
4;Ideal;E;SI1;622;540;673;474;478;296
29;Ideal;G;IF;606;570;673;428;431;26
29;Ideal;G;IF;613;550;673;425;428;261
29;Ideal;G;IF;620;560;673;423;427;263
3;Ideal;G;VS1;611;560;673;436;435;266
3;Ideal;G;VS1;614;550;673;438;432;267
3;Fair;G;VS1;644;610;673;42;416;269
3;Premium;F;VS2;614;550;673;437;432;267
3;Ideal;F;VS2;630;550;673;429;428;27
3;Premium;F;VS2;618;600;673;43;427;265
4;Very Good;G;SI1;617;610;673;463;468;287
36;Ideal;E;VS2;611;570;673;456;461;28
32;Premium;I;IF;603;580;673;441;445;267
32;Ideal;I;IF;608;540;673;444;447;271
31;Ideal;D;VS1;620;570;673;433;435;269
32;Ideal;I;IF;622;570;673;435;437;271
32;Very Good;I;IF;619;590;673;437;439;271
34;Very Good;H;VVS2;631;570;674;441;449;281
29;Very Good;E;VVS2;609;570;674;429;432;262
41;Very Good;E;SI1;600;580;674;479;488;29
41;Ideal;J;VS1;620;536;674;475;479;296
41;Ideal;J;VS1;622;545;674;475;476;296
41;Ideal;J;VS1;616;551;674;475;48;295
31;Very Good;F;VS1;612;550;675;435;437;267
31;Very Good;F;VS1;620;560;675;432;435;269
31;Very Good;F;VS1;609;560;675;437;438;266
31;Very Good;F;VS1;606;550;675;441;443;267
38;Ideal;I;VS2;614;550;675;466;469;287
39;Ideal;G;SI1;610;550;675;475;482;292
33;Ideal;I;IF;620;540;675;446;448;277
33;Ideal;I;IF;617;550;675;445;449;276
33;Ideal;I;IF;611;560;675;445;449;273
42;Fair;D;SI1;647;610;675;47;473;305
4;Premium;J;SI1;614;580;675;479;476;293
3;Very Good;G;VS2;635;550;675;425;422;269
3;Premium;E;SI1;624;580;675;428;424;266
3;Premium;E;SI1;627;600;675;428;424;267
3;Premium;E;SI1;625;590;675;43;428;268
3;Premium;E;SI1;606;580;675;434;43;262
3;Premium;E;SI1;595;580;675;442;439;262
3;Good;E;SI1;637;590;675;427;421;27
3;Premium;E;SI1;618;600;675;428;423;263
3;Premium;H;VS1;614;590;675;433;43;265
3;Premium;I;VVS2;618;580;675;433;428;266
3;Premium;I;VVS2;617;580;675;437;428;267
3;Premium;I;VVS2;610;600;675;436;43;264
3;Very Good;I;VVS2;601;630;675;431;428;258
3;Premium;I;VVS2;619;610;675;432;428;266
3;Premium;H;VS1;610;580;675;431;428;262
3;Ideal;H;VS1;623;550;675;434;429;269
3;Premium;H;VS1;601;610;675;432;43;259
3;Ideal;H;VS1;616;570;675;433;43;266
3;Premium;H;VS1;604;610;675;434;43;261
3;Ideal;H;VS1;613;560;675;433;431;265
3;Ideal;H;VS1;621;540;675;435;432;269
3;Ideal;H;VS1;614;540;675;437;433;267
3;Very Good;H;VS1;633;560;675;43;426;271
3;Ideal;H;VS1;616;550;675;43;427;264
3;Premium;H;VS1;604;610;675;431;427;259
3;Premium;H;VS1;625;580;675;434;427;269
3;Ideal;H;VS1;622;570;675;43;428;267
3;Premium;H;VS1;626;590;675;43;426;268
3;Very Good;H;VS1;634;530;675;43;425;271
3;Premium;H;VS1;623;580;675;428;426;266
3;Good;H;VS1;639;550;675;428;426;273
3;Ideal;H;VS1;629;570;675;429;426;269
3;Premium;H;VS1;620;580;675;428;424;264
3;Very Good;H;VS1;632;560;675;429;425;27
3;Ideal;H;VS1;627;550;675;43;425;268
3;Premium;H;VS1;630;580;675;428;423;268
3;Premium;H;VS1;622;600;675;429;423;265
3;Very Good;H;VS1;631;570;675;426;424;268
3;Ideal;H;VS1;625;560;675;427;424;266
3;Premium;H;VS1;630;590;675;427;421;267
3;Very Good;H;VS1;633;570;675;425;422;268
3;Ideal;H;VS1;629;560;675;427;422;267
3;Premium;G;VS2;606;600;675;434;43;262
3;Premium;G;VS2;608;610;675;434;431;263
3;Ideal;G;VS2;617;560;675;435;431;267
3;Ideal;G;VS2;614;540;675;436;431;266
3;Premium;G;VS2;619;580;675;433;43;267
3;Good;G;VS2;639;550;675;428;427;273
3;Ideal;G;VS2;623;560;675;43;427;267
3;Ideal;G;VS2;625;530;675;43;427;268
3;Ideal;G;VS2;630;560;675;43;427;27
3;Ideal;G;VS2;613;560;675;43;428;263
3;Ideal;G;VS2;613;560;675;433;428;264
3;Ideal;G;VS2;630;550;675;431;429;271
3;Ideal;G;VS2;630;550;675;431;429;271
3;Premium;G;VS2;606;610;675;432;429;261
3;Very Good;G;VS2;631;570;675;428;424;269
3;Very Good;G;VS2;631;560;675;428;425;269
3;Very Good;G;VS2;635;540;675;428;425;271
3;Ideal;G;VS2;622;570;675;432;426;267
3;Very Good;E;SI1;631;530;675;432;427;271
3;Premium;E;SI1;619;580;675;433;427;266
3;Ideal;E;SI1;619;570;675;433;429;267
3;Premium;E;SI1;598;600;675;435;431;259
3;Premium;E;SI1;606;560;675;437;435;264
3;Very Good;E;SI1;632;560;675;43;427;271
3;Premium;E;SI1;613;600;675;431;427;263
3;Ideal;E;SI1;629;570;675;432;427;27
3;Premium;E;SI1;617;560;675;429;427;264
3;Premium;E;SI1;621;600;675;429;427;266
3;Ideal;E;SI1;629;570;675;43;425;269
3;Ideal;E;SI1;629;560;675;43;425;269
3;Very Good;E;SI1;632;570;675;43;425;27
3;Ideal;E;SI1;629;560;675;431;424;269
3;Good;E;SI1;638;550;675;428;425;272
3;Premium;E;SI1;625;600;675;427;424;266
3;Premium;E;SI1;613;600;675;428;424;261
3;Good;E;SI1;636;570;675;424;422;269
3;Very Good;E;SI1;634;560;675;425;423;269
24;Premium;H;VVS1;608;590;432;40;402;244
24;Very Good;G;VVS1;623;590;432;392;395;245
31;Very Good;G;SI2;617;550;433;437;44;271
33;Ideal;H;SI2;611;570;433;446;448;273
33;Ideal;H;SI2;613;550;433;448;449;275
33;Ideal;H;SI2;614;550;433;447;449;275
23;Very Good;H;VVS1;616;560;434;394;397;243
28;Very Good;E;VS1;628;600;434;416;421;263
26;Ideal;H;VS2;621;550;434;408;41;254
26;Ideal;I;VS1;621;550;434;411;413;256
32;Ideal;H;SI2;609;560;434;441;445;27
32;Ideal;H;SI1;615;550;434;441;443;272
33;Very Good;I;SI1;630;570;434;437;439;276
33;Premium;G;SI2;626;580;434;44;442;276
33;Very Good;J;VS1;628;580;434;438;441;276
33;Very Good;G;SI2;629;550;434;441;446;279
33;Very Good;G;SI2;594;590;434;45;452;268
33;Good;I;SI1;636;530;434;44;443;281
33;Ideal;G;SI2;619;560;434;441;445;274
33;Very Good;J;VS1;615;610;434;439;446;272
33;Premium;I;SI1;604;590;434;45;454;273
33;Ideal;J;VS1;621;550;434;441;444;275
33;Very Good;F;SI2;630;580;434;44;442;278
29;Ideal;J;VS1;618;560;435;423;426;262
31;Ideal;E;SI2;617;560;435;435;44;27
31;Very Good;E;SI2;608;610;435;439;443;268
31;Very Good;I;VS2;623;570;435;432;435;27
3;Ideal;E;SI1;616;570;675;432;429;265
3;Premium;E;SI1;623;580;675;432;429;268
3;Premium;E;SI1;600;600;675;438;436;262
33;Very Good;E;VS2;606;580;675;445;449;271
32;Very Good;G;VVS1;609;570;676;441;444;269
35;Very Good;G;VS1;615;600;676;451;457;279
35;Ideal;G;VVS2;619;570;676;449;452;279
31;Ideal;G;VVS1;602;580;676;437;443;265
41;Good;F;SI1;584;580;676;491;496;288
39;Ideal;E;SI1;620;560;676;472;465;291
36;Very Good;E;VS2;604;580;677;458;462;278
31;Ideal;G;VVS2;625;530;677;437;44;274
31;Ideal;G;VVS2;612;540;677;438;441;269
31;Ideal;G;VVS2;621;540;677;437;439;272
4;Ideal;F;SI2;621;540;677;475;478;296
29;Ideal;E;SI1;604;540;677;432;436;262
39;Ideal;E;SI1;606;570;677;475;479;289
32;Premium;E;VS1;613;580;677;436;439;268
24;Ideal;F;VVS2;610;560;678;405;408;248
24;Ideal;F;VVS2;617;550;678;399;402;247
24;Ideal;F;VVS2;620;570;678;399;402;248
24;Ideal;F;VVS2;621;560;678;396;399;246
24;Ideal;E;VVS2;614;570;678;40;404;247
24;Ideal;E;VVS2;616;560;678;401;404;248
24;Ideal;F;VVS1;620;560;678;399;401;248
24;Ideal;F;VVS1;608;550;678;403;406;246
24;Ideal;F;VVS1;618;550;678;40;403;248
24;Ideal;E;VVS1;602;570;678;402;407;244
24;Ideal;E;VVS1;614;570;678;399;403;246
24;Ideal;F;IF;629;550;678;396;398;25
24;Ideal;F;IF;616;570;678;397;40;245
24;Ideal;F;IF;610;570;678;404;407;247
24;Ideal;F;IF;607;570;678;399;404;243
3;Good;G;VVS1;640;570;678;423;427;272
3;Good;G;VVS2;626;580;678;425;428;267
36;Ideal;G;VS1;623;570;678;455;457;284
4;Good;F;SI1;636;590;678;464;467;296
36;Very Good;G;VS1;606;600;678;457;461;278
26;Very Good;F;VVS1;608;580;679;411;418;252
39;Very Good;I;VS2;601;570;679;474;477;286
31;Very Good;F;VS1;610;575;679;437;439;267
31;Very Good;F;VS1;597;550;679;442;446;265
41;Very Good;F;SI1;623;600;679;473;478;296
32;Ideal;G;VS1;624;560;679;437;438;273
4;Ideal;E;SI2;618;552;679;475;477;294
26;Good;F;VVS1;640;570;679;406;403;259
43;Premium;F;SI2;602;600;679;485;491;294
3;Very Good;G;VVS1;619;550;680;431;432;267
38;Very Good;I;VS2;617;560;680;465;468;288
41;Very Good;F;SI1;636;570;680;472;475;301
41;Very Good;I;SI1;633;600;680;471;464;296
42;Ideal;J;VS2;613;570;680;479;486;296
38;Ideal;H;VS2;619;560;680;463;468;288
38;Ideal;H;SI1;615;560;680;467;469;288
38;Ideal;E;SI1;607;560;680;469;473;286
23;Premium;E;VVS2;618;580;680;394;392;243
23;Premium;E;VVS2;609;600;680;399;396;242
23;Premium;E;VVS1;586;610;680;404;402;236
23;Premium;E;VVS1;613;600;680;401;395;244
23;Premium;E;VVS1;611;600;680;401;395;243
23;Premium;D;VVS2;604;590;680;40;395;24
45;Good;E;SI2;641;620;680;482;475;307
31;Very Good;E;VS2;629;560;680;429;433;271
31;Premium;E;VS2;616;590;680;432;435;267
31;Ideal;E;VS2;618;550;680;435;439;27
31;Very Good;E;VS2;618;590;680;43;437;268
31;Premium;E;VS2;627;580;680;431;433;271
31;Premium;E;VS2;626;580;680;429;433;27
31;Ideal;E;VS2;618;540;680;436;441;271
31;Ideal;E;VS2;619;550;680;436;439;271
31;Very Good;E;VS2;628;570;680;433;437;273
31;Ideal;E;VS2;616;570;680;435;438;269
31;Ideal;E;VS2;617;560;680;431;435;267
31;Ideal;E;VS2;616;560;680;437;44;27
31;Ideal;E;VS2;605;560;680;438;441;266
31;Premium;E;VS2;610;580;680;437;439;267
31;Ideal;E;VS2;615;550;680;437;441;27
31;Ideal;E;VS2;617;550;680;436;439;27
31;Ideal;E;VS2;620;560;680;434;437;27
31;Ideal;E;VS2;618;560;680;434;436;269
31;Ideal;F;VS1;621;560;680;432;435;269
31;Ideal;E;VS2;616;560;680;432;438;268
31;Premium;E;VS2;613;600;680;432;439;267
31;Premium;E;VS2;605;600;680;434;436;263
31;Ideal;E;VS2;608;540;680;439;44;267
31;Premium;E;VS2;600;590;680;435;439;262
31;Ideal;E;VS2;618;550;680;433;435;268
31;Ideal;E;VS2;617;550;680;433;436;268
31;Ideal;E;VS2;613;560;680;434;437;267
31;Ideal;E;VS2;614;540;680;433;44;268
31;Ideal;E;VS2;618;540;680;434;437;269
31;Ideal;E;VS2;610;560;680;438;441;268
31;Ideal;E;VS2;615;560;680;434;437;268
31;Premium;E;VS2;603;580;680;437;442;265
31;Very Good;E;VS2;629;570;680;43;435;272
31;Very Good;E;VS2;626;560;680;43;433;27
31;Ideal;E;VS2;614;540;680;438;441;27
31;Ideal;E;VS2;610;560;680;434;438;266
31;Very Good;E;VS2;616;590;680;432;435;267
31;Very Good;E;VS2;610;590;680;433;439;266
31;Ideal;E;VS2;618;550;680;437;44;271
31;Ideal;E;VS2;620;550;680;433;435;269
31;Very Good;E;VS2;617;580;680;431;434;267
31;Ideal;E;VS2;624;540;680;431;435;27
31;Ideal;F;VS1;606;560;680;439;442;267
31;Premium;F;VS1;618;600;680;435;439;27
31;Premium;E;VS2;608;580;680;435;437;265
31;Ideal;E;VS2;620;550;680;434;437;27
31;Ideal;E;VS2;619;550;680;434;438;27
31;Premium;E;VS2;606;590;680;436;439;265
31;Premium;E;VS2;610;590;680;435;437;266
31;Ideal;E;VS2;623;570;680;432;435;27
31;Ideal;E;VS2;619;550;680;434;439;27
33;Very Good;D;VS2;625;590;681;439;441;275
33;Very Good;G;VS1;613;570;681;447;449;275
33;Very Good;G;VS1;608;570;681;45;451;274
43;Very Good;F;SI2;616;590;681;48;484;297
32;Ideal;H;VVS1;616;549;681;44;443;272
33;Ideal;D;VS2;618;540;681;443;447;275
34;Ideal;G;VS1;620;550;681;447;45;278
39;Good;F;VS2;643;550;681;456;464;296
4;Good;H;SI1;602;630;681;47;473;284
33;Ideal;E;VS2;593;580;681;453;451;268
37;Premium;I;VVS1;616;590;681;462;466;286
37;Very Good;D;SI1;623;560;681;461;464;288
37;Ideal;D;SI1;615;570;681;46;463;284
37;Good;E;VS2;635;560;681;455;459;29
37;Very Good;D;SI1;622;580;681;458;462;286
37;Premium;D;SI1;619;590;681;462;465;287
37;Premium;D;SI1;604;590;681;462;468;281
37;Good;D;SI1;637;550;681;455;459;291
37;Very Good;D;SI1;610;620;681;461;464;282
37;Premium;I;VVS1;624;580;681;455;458;285
3;Very Good;D;VS1;597;580;681;439;432;26
27;Very Good;F;VVS2;613;570;682;414;418;254
27;Very Good;F;VVS2;618;570;682;415;417;257
27;Very Good;F;VVS2;618;560;682;419;42;26
27;Very Good;F;VVS2;612;570;682;414;417;254
27;Very Good;F;VVS1;618;560;682;415;417;257
3;Very Good;F;VVS1;625;560;682;427;431;268
27;Very Good;F;VVS1;618;560;682;417;419;258
27;Very Good;E;VVS1;613;570;682;415;418;255
27;Very Good;E;VVS1;623;560;682;416;419;26
23;Very Good;E;VVS1;599;550;682;399;413;243
4;Very Good;G;SI1;619;550;682;471;475;293
37;Ideal;G;VS2;603;560;682;467;47;283
33;Ideal;E;VS2;624;540;682;444;447;278
31;Ideal;E;VS1;605;600;682;437;439;265
32;Ideal;E;SI1;615;550;682;44;444;272
3;Good;F;VVS1;611;610;682;429;432;263
38;Premium;I;VS2;624;560;682;465;458;288
4;Good;E;SI1;642;560;682;466;469;30
41;Ideal;I;VS2;615;550;683;479;483;296
39;Ideal;G;SI2;620;550;683;469;473;292
41;Ideal;H;SI1;612;560;683;477;481;293
31;Ideal;D;VS1;620;540;683;435;436;27
31;Ideal;D;VS1;618;550;683;434;436;269
31;Ideal;D;VS1;621;570;683;432;435;269
31;Ideal;D;VS1;605;550;683;439;443;267
41;Very Good;H;SI1;626;590;683;472;477;297
41;Good;H;SI1;638;560;683;469;474;301
41;Premium;D;SI2;623;580;683;474;477;296
41;Premium;H;SI1;617;600;683;471;475;292
41;Very Good;H;SI1;628;560;683;472;477;298
41;Premium;E;SI2;600;590;683;478;482;288
41;Premium;D;SI2;619;580;683;471;473;292
41;Very Good;E;SI2;628;570;683;47;473;296
41;Ideal;E;SI2;598;550;683;481;493;291
41;Very Good;H;SI1;600;610;683;477;483;288
41;Premium;E;SI2;613;590;683;48;485;296
41;Very Good;E;SI2;613;570;683;479;483;295
41;Ideal;H;SI1;612;570;683;476;478;292
41;Ideal;E;SI2;607;570;683;481;485;293
41;Premium;D;SI2;620;580;683;474;478;295
41;Very Good;H;SI1;629;580;683;472;473;297
41;Premium;D;SI2;623;580;683;473;477;296
41;Good;H;SI1;633;560;683;471;474;299
41;Ideal;D;SI2;623;570;683;475;478;297
41;Ideal;D;SI2;627;550;683;472;475;297
41;Very Good;E;SI2;629;580;683;472;475;298
41;Very Good;E;SI2;619;550;683;477;48;296
41;Very Good;H;SI1;629;550;683;475;482;301
41;Ideal;H;SI1;626;550;683;477;479;299
41;Very Good;E;SI2;629;580;683;474;477;299
41;Premium;D;SI2;624;600;683;471;477;296
41;Very Good;H;SI1;624;560;683;474;478;297
41;Premium;D;SI2;612;590;683;477;48;293
41;Very Good;D;SI2;627;580;683;475;478;299
41;Ideal;D;SI2;610;560;683;478;483;293
41;Ideal;D;SI2;626;550;683;476;48;299
41;Very Good;H;SI1;614;600;683;473;478;292
41;Premium;H;SI1;609;600;683;479;483;293
41;Premium;E;SI2;621;580;683;473;477;295
41;Premium;H;SI1;605;580;683;481;485;292
41;Ideal;E;SI2;619;570;683;476;48;296
3;Ideal;F;VVS2;622;550;684;429;433;268
3;Ideal;F;VVS2;623;540;684;432;435;27
31;Ideal;G;VS2;611;550;684;439;441;269
36;Ideal;F;VS2;620;540;684;458;461;285
4;Ideal;E;SI1;632;560;684;466;471;296
37;Good;H;SI1;640;550;684;457;453;291
32;Premium;F;SI1;623;550;684;444;439;275
37;Ideal;H;SI1;597;560;684;471;467;28
32;Premium;F;SI1;600;590;684;445;442;266
32;Premium;F;SI1;593;580;684;45;447;266
32;Premium;F;SI1;627;570;684;44;437;275
32;Premium;J;IF;612;590;684;444;441;271
32;Ideal;J;IF;622;550;684;444;44;275
32;Ideal;J;IF;622;560;684;441;437;273
31;Ideal;D;SI1;620;560;684;439;435;271
31;Ideal;D;SI1;625;530;684;437;434;272
31;Ideal;D;SI1;612;570;684;438;434;267
31;Premium;D;SI1;606;590;684;439;435;265
31;Ideal;D;SI1;618;570;684;437;433;269
31;Good;D;SI1;638;570;684;433;429;275
39;Premium;I;SI2;610;580;684;475;47;288
32;Very Good;F;SI1;632;550;684;44;437;277
3;Ideal;G;VVS2;620;570;684;429;432;267
3;Ideal;G;VVS1;617;570;684;431;434;267
3;Very Good;H;VVS1;630;540;684;427;43;27
3;Good;G;VVS2;632;570;684;424;427;269
36;Premium;E;VS2;625;580;684;452;457;284
3;Very Good;G;VVS2;630;570;684;428;432;271
3;Very Good;G;VVS2;623;590;684;425;429;266
3;Very Good;G;VVS2;618;590;684;422;426;262
3;Premium;H;VVS1;618;580;684;432;436;268
3;Premium;G;VVS2;620;600;684;425;433;266
3;Very Good;G;VVS2;627;560;684;424;431;268
3;Good;G;VVS2;633;570;684;423;427;269
3;Premium;G;VVS2;612;590;684;431;435;265
3;Good;G;VVS2;638;570;684;424;426;271
